id,image_url,image_url_small,image_url_cropped,name,upscaled_image
23587624,https://images.ygoprodeck.com/images/cards/23587624.jpg,https://images.ygoprodeck.com/images/cards_small/23587624.jpg,https://images.ygoprodeck.com/images/cards_cropped/23587624.jpg,A Wild Monster Appears!, 
28596933,https://images.ygoprodeck.com/images/cards/28596933.jpg,https://images.ygoprodeck.com/images/cards_small/28596933.jpg,https://images.ygoprodeck.com/images/cards_cropped/28596933.jpg,A Wingbeat of Giant Dragon, 
30012506,https://images.ygoprodeck.com/images/cards/30012506.jpg,https://images.ygoprodeck.com/images/cards_small/30012506.jpg,https://images.ygoprodeck.com/images/cards_cropped/30012506.jpg,A-Assault Core, 
13026402,https://images.ygoprodeck.com/images/cards/13026402.jpg,https://images.ygoprodeck.com/images/cards_small/13026402.jpg,https://images.ygoprodeck.com/images/cards_cropped/13026402.jpg,A-Team: Trap Disposal Unit, 
65172015,https://images.ygoprodeck.com/images/cards/65172015.jpg,https://images.ygoprodeck.com/images/cards_small/65172015.jpg,https://images.ygoprodeck.com/images/cards_cropped/65172015.jpg,A-to-Z-Dragon Buster Cannon, 
28645123,https://images.ygoprodeck.com/images/cards/28645123.jpg,https://images.ygoprodeck.com/images/cards_small/28645123.jpg,https://images.ygoprodeck.com/images/cards_cropped/28645123.jpg,A.I. Challenge You, 
10493654,https://images.ygoprodeck.com/images/cards/10493654.jpg,https://images.ygoprodeck.com/images/cards_small/10493654.jpg,https://images.ygoprodeck.com/images/cards_cropped/10493654.jpg,A.I. Contact, 
59332125,https://images.ygoprodeck.com/images/cards/59332125.jpg,https://images.ygoprodeck.com/images/cards_small/59332125.jpg,https://images.ygoprodeck.com/images/cards_cropped/59332125.jpg,A.I. Love Fusion, 
6552971,https://images.ygoprodeck.com/images/cards/6552971.jpg,https://images.ygoprodeck.com/images/cards_small/6552971.jpg,https://images.ygoprodeck.com/images/cards_cropped/6552971.jpg,A.I. Meet You, 
77421977,https://images.ygoprodeck.com/images/cards/77421977.jpg,https://images.ygoprodeck.com/images/cards_small/77421977.jpg,https://images.ygoprodeck.com/images/cards_cropped/77421977.jpg,A.I. Shadow, 
85327820,https://images.ygoprodeck.com/images/cards/85327820.jpg,https://images.ygoprodeck.com/images/cards_small/85327820.jpg,https://images.ygoprodeck.com/images/cards_cropped/85327820.jpg,A.I.'s Ritual, 
54374642,https://images.ygoprodeck.com/images/cards/54374642.jpg,https://images.ygoprodeck.com/images/cards_small/54374642.jpg,https://images.ygoprodeck.com/images/cards_cropped/54374642.jpg,A.I.'s Show, 
22933016,https://images.ygoprodeck.com/images/cards/22933016.jpg,https://images.ygoprodeck.com/images/cards_small/22933016.jpg,https://images.ygoprodeck.com/images/cards_cropped/22933016.jpg,A.I.dle Reborn, 
69381150,https://images.ygoprodeck.com/images/cards/69381150.jpg,https://images.ygoprodeck.com/images/cards_small/69381150.jpg,https://images.ygoprodeck.com/images/cards_cropped/69381150.jpg,A.I.Q, 
